parameters_m,tokens_b,task,task_label,n,base_acc,hq_acc,gap_acc_pp,base_acc_norm,hq_acc_norm,gap_acc_norm_pp
469,1.049,piqa,PIQA,1838,0.6022850924918389,0.6050054406964092,0.2720348204570233,0.5968443960826986,0.602829162132753,0.598476605005438
469,1.049,sciq,SciQ,1000,0.698,0.712,1.4000000000000012,0.599,0.618,1.9000000000000017
469,1.049,siqa,SIQA,1954,0.3602865916069601,0.3602865916069601,0.0,0.40429887410440124,0.39662231320368474,-0.76765609007165
469,1.049,winogrande,WinoGrande,1267,0.5146014206787688,0.5224940805051302,0.7892659826361448,0.4972375690607735,0.5130228887134964,1.5785319652722951
469,2.097,arc_challenge,ARC-C,1172,0.210751,0.238908,2.8157000000000014,0.250853,0.273038,2.218500000000001
469,2.097,arc_easy,ARC-E,2376,0.5353535353535354,0.5669191919191919,3.1565656565656575,0.45664983164983164,0.5025252525252525,4.587542087542085
469,2.097,csqa,CSQA,1221,0.29484029484029484,0.2620802620802621,-3.2760032760032756,0.3022113022113022,0.29975429975429974,-0.24570024570024773
469,2.097,hellaswag,HellaSwag,10042,0.2932682732523402,0.2898824935271858,-0.33857797251543587,0.32423819956184025,0.32573192591117306,0.14937263493328135
469,2.097,mmlu,MMLU,14042,0.2340834638940322,0.23109243697478993,-0.29910269192422734,0.2340834638940322,0.23109243697478993,-0.29910269192422734
469,2.097,openbookqa,OpenBookQA,500,0.188,0.172,-1.6000000000000014,0.32,0.306,-1.4000000000000012
469,2.097,piqa,PIQA,1838,0.6447225244831338,0.6289445048966268,-1.5778019586507042,0.6354733405875952,0.6213275299238302,-1.4145810663764968
469,2.097,sciq,SciQ,1000,0.749,0.791,4.200000000000004,0.642,0.694,5.199999999999994
469,2.097,siqa,SIQA,1954,0.37001023541453426,0.36131013306038895,-0.8700102354145312,0.4124872057318321,0.40429887410440124,-0.8188331627430878
469,2.097,winogrande,WinoGrande,1267,0.5074980268350434,0.500394632991318,-0.7103393843725381,0.5098658247829518,0.4877663772691397,-2.209944751381215
469,3.146,arc_challenge,ARC-C,1172,0.237201,0.264505,2.7303999999999995,0.267065,0.293515,2.645000000000003
469,3.146,arc_easy,ARC-E,2376,0.5496632996632996,0.5989057239057239,4.924242424242431,0.5037878787878788,0.5568181818181818,5.303030303030298
469,3.146,csqa,CSQA,1221,0.27682227682227684,0.3194103194103194,4.258804258804255,0.30548730548730546,0.3325143325143325,2.7027027027027026
469,3.146,hellaswag,HellaSwag,10042,0.31009759012148974,0.3059151563433579,-0.4182433778131822,0.34863572993427605,0.345947022505477,-0.2688707428799064
469,3.146,mmlu,MMLU,14042,0.2457627118644068,0.24405355362483977,-0.17091582395670213,0.2457627118644068,0.24405355362483977,-0.17091582395670213
469,3.146,openbookqa,OpenBookQA,500,0.162,0.2,3.8000000000000007,0.318,0.32,0.20000000000000018
469,3.146,piqa,PIQA,1838,0.6496191512513602,0.6381936887921654,-1.1425462459194735,0.6305767138193689,0.6327529923830251,0.21762785636562088
469,3.146,sciq,SciQ,1000,0.775,0.811,3.600000000000003,0.662,0.724,6.199999999999994
469,3.146,siqa,SIQA,1954,0.372057318321392,0.3766632548618219,0.46059365404299,0.4257932446264074,0.41760491299897645,-0.8188331627430934
469,3.146,winogrande,WinoGrande,1267,0.5043409629044988,0.5114443567482242,0.7103393843725381,0.4980268350434096,0.4980268350434096,0.0
469,4.194,arc_challenge,ARC-C,1172,0.234642,0.275597,4.0954999999999995,0.271331,0.304608,3.3277
469,4.194,arc_easy,ARC-E,2376,0.5572390572390572,0.6115319865319865,5.429292929292928,0.48947811447811446,0.5572390572390572,6.776094276094274
469,4.194,csqa,CSQA,1221,0.30057330057330056,0.2989352989352989,-0.16380016380016515,0.30794430794430794,0.3226863226863227,1.4742014742014753
469,4.194,hellaswag,HellaSwag,10042,0.31398127862975506,0.3145787691694881,0.05974905397330699,0.3652658832901812,0.36247759410476,-0.2788289185421233
469,4.194,mmlu,MMLU,14042,0.23678963110667997,0.23493804301381568,-0.1851588092864287,0.23678963110667997,0.23493804301381568,-0.1851588092864287
469,4.194,openbookqa,OpenBookQA,500,0.194,0.192,-0.20000000000000018,0.322,0.332,1.0000000000000009
469,4.194,piqa,PIQA,1838,0.6594124047878128,0.6463547334058759,-1.305767138193692,0.6447225244831338,0.6436343852013058,-0.10881392818280489
469,4.194,sciq,SciQ,1000,0.791,0.815,2.399999999999991,0.679,0.703,2.399999999999991
469,4.194,siqa,SIQA,1954,0.37871033776867963,0.38792221084953943,0.92118730808598,0.42681678607983625,0.4201637666325486,-0.6653019447287634
469,4.194,winogrande,WinoGrande,1267,0.505130228887135,0.5067087608524072,0.15785319652722452,0.5043409629044988,0.4988161010260458,-0.5524861878453025
469,5.243,arc_challenge,ARC-C,1172,0.243174,0.27901,3.583599999999998,0.284983,0.31058,2.559700000000004
469,5.243,arc_easy,ARC-E,2376,0.5635521885521886,0.6308922558922558,6.734006734006726,0.5004208754208754,0.5774410774410774,7.702020202020199
469,5.243,csqa,CSQA,1221,0.29811629811629814,0.3235053235053235,2.538902538902538,0.3284193284193284,0.3202293202293202,-0.8190008190008202
469,5.243,hellaswag,HellaSwag,10042,0.321449910376419,0.3179645488946425,-0.34853614817765277,0.37870942043417644,0.3708424616610237,-0.7866958773152744
469,5.243,mmlu,MMLU,14042,0.23273038028770832,0.24590514171770403,1.3174761429995714,0.23273038028770832,0.24590514171770403,1.3174761429995714
469,5.243,openbookqa,OpenBookQA,500,0.18,0.184,0.40000000000000036,0.31,0.32,1.0000000000000009
469,5.243,piqa,PIQA,1838,0.6561479869423286,0.6621327529923831,0.5984766050054491,0.6610446137105549,0.6452665941240479,-1.5778019586507042
469,5.243,sciq,SciQ,1000,0.802,0.816,1.3999999999999901,0.71,0.732,2.200000000000002
469,5.243,siqa,SIQA,1954,0.3781985670419652,0.3741044012282497,-0.4094165813715467,0.4247697031729785,0.42067553735926305,-0.4094165813715467
469,5.243,winogrande,WinoGrande,1267,0.5027624309392266,0.5067087608524072,0.39463299131806684,0.4972375690607735,0.4980268350434096,0.07892659826361226
469,6.291,arc_challenge,ARC-C,1172,0.25,0.277304,2.7303999999999995,0.268771,0.31058,4.180900000000004
469,6.291,arc_easy,ARC-E,2376,0.5778619528619529,0.6481481481481481,7.0286195286195285,0.5109427609427609,0.5959595959595959,8.501683501683498
469,6.291,csqa,CSQA,1221,0.2932022932022932,0.3488943488943489,5.569205569205571,0.3202293202293202,0.33988533988533987,1.9656019656019652
469,6.291,hellaswag,HellaSwag,10042,0.3280223063134834,0.32463652658832903,-0.33857797251543587,0.3842859988050189,0.3801035650268871,-0.4182433778131822
469,6.291,mmlu,MMLU,14042,0.2377154251531121,0.24789915966386555,1.0183734510753468,0.2377154251531121,0.24789915966386555,1.0183734510753468
469,6.291,openbookqa,OpenBookQA,500,0.196,0.186,-1.0000000000000009,0.312,0.32,0.8000000000000007
469,6.291,piqa,PIQA,1838,0.6730141458106638,0.6621327529923831,-1.088139281828071,0.6681175190424374,0.6507072905331882,-1.7410228509249226
469,6.291,sciq,SciQ,1000,0.809,0.834,2.499999999999991,0.713,0.741,2.8000000000000025
469,6.291,siqa,SIQA,1954,0.37308085977482086,0.38638689866939613,1.3306038894575267,0.4278403275332651,0.4201637666325486,-0.76765609007165
469,6.291,winogrande,WinoGrande,1267,0.5138121546961326,0.5193370165745856,0.5524861878453025,0.4980268350434096,0.500394632991318,0.23677979479084232
469,7.34,arc_challenge,ARC-C,1172,0.25,0.283276,3.3275999999999972,0.284983,0.313993,2.9010000000000034
469,7.34,arc_easy,ARC-E,2376,0.5635521885521886,0.656986531986532,9.343434343434343,0.5025252525252525,0.6140572390572391,11.15319865319866
469,7.34,csqa,CSQA,1221,0.29975429975429974,0.3284193284193284,2.8665028665028682,0.31695331695331697,0.33742833742833744,2.047502047502048
469,7.34,hellaswag,HellaSwag,10042,0.32812188807010556,0.3265285799641506,-0.15933081059549825,0.3886675960963951,0.3852818163712408,-0.3385779725154303
469,7.34,mmlu,MMLU,14042,0.23807149978635522,0.240777666999003,0.270616721264777,0.23807149978635522,0.240777666999003,0.270616721264777
469,7.34,openbookqa,OpenBookQA,500,0.182,0.188,0.6000000000000005,0.318,0.326,0.8000000000000007
469,7.34,piqa,PIQA,1838,0.6773667029379761,0.6643090315560392,-1.305767138193692,0.6751904243743199,0.6528835690968444,-2.2306855277475446
469,7.34,sciq,SciQ,1000,0.799,0.823,2.399999999999991,0.719,0.758,3.9000000000000035
469,7.34,siqa,SIQA,1954,0.38331627430910953,0.3797338792221085,-0.35823950870010335,0.4344933469805527,0.4232343909928352,-1.1258955987717478
469,7.34,winogrande,WinoGrande,1267,0.5082872928176796,0.5074980268350434,-0.07892659826361781,0.4996053670086819,0.4988161010260458,-0.07892659826361226
469,8.389,arc_challenge,ARC-C,1172,0.262799,0.302048,3.924899999999998,0.280717,0.321672,4.095500000000002
469,8.389,arc_easy,ARC-E,2376,0.5707070707070707,0.6586700336700336,8.79629629629629,0.5058922558922558,0.6115319865319865,10.563973063973064
469,8.389,csqa,CSQA,1221,0.3095823095823096,0.33742833742833744,2.7846027846027854,0.32678132678132676,0.33906633906633904,1.2285012285012276
469,8.389,hellaswag,HellaSwag,10042,0.3348934475204143,0.329416450906194,-0.5476996614220297,0.3941445927106154,0.3913563035251942,-0.2788289185421233
469,8.389,mmlu,MMLU,14042,0.23251673550776242,0.23928215353938184,0.6765418031619425,0.23251673550776242,0.23928215353938184,0.6765418031619425
469,8.389,openbookqa,OpenBookQA,500,0.2,0.196,-0.40000000000000036,0.324,0.328,0.40000000000000036
469,8.389,piqa,PIQA,1838,0.6730141458106638,0.6664853101196954,-0.6528835690968404,0.6724700761697497,0.661588683351469,-1.088139281828071
469,8.389,sciq,SciQ,1000,0.821,0.837,1.6000000000000014,0.726,0.747,2.100000000000002
469,8.389,siqa,SIQA,1954,0.3751279426816786,0.37871033776867963,0.35823950870010335,0.43193449334698053,0.42374616171954965,-0.8188331627430878
469,8.389,winogrande,WinoGrande,1267,0.5153906866614049,0.5217048145224941,0.6314127861089203,0.5082872928176796,0.5074980268350434,-0.07892659826361781
469,9.437,arc_challenge,ARC-C,1172,0.262799,0.28413,2.133099999999999,0.282423,0.323379,4.095600000000005
469,9.437,arc_easy,ARC-E,2376,0.5795454545454546,0.6456228956228957,6.607744107744107,0.5252525252525253,0.6085858585858586,8.333333333333325
469,9.437,csqa,CSQA,1221,0.31613431613431614,0.3333333333333333,1.7199017199017175,0.32186732186732187,0.34561834561834565,2.375102375102378
469,9.437,hellaswag,HellaSwag,10042,0.3372834096793467,0.33270264887472617,-0.4580760804620554,0.39982075283808005,0.39364668392750446,-0.6174068910575592
469,9.437,mmlu,MMLU,14042,0.25402364335564737,0.2652756017661302,1.125195841048282,0.25402364335564737,0.2652756017661302,1.125195841048282
469,9.437,openbookqa,OpenBookQA,500,0.194,0.202,0.8000000000000007,0.336,0.332,-0.40000000000000036
469,9.437,piqa,PIQA,1838,0.6746463547334058,0.6583242655059848,-1.6322089227421066,0.6653971708378672,0.6545157780195865,-1.088139281828071
469,9.437,sciq,SciQ,1000,0.822,0.832,1.0000000000000009,0.759,0.739,-2.0000000000000018
469,9.437,siqa,SIQA,1954,0.38792221084953943,0.387410440122825,-0.051177072671443335,0.4329580348004094,0.42374616171954965,-0.9211873080859745
469,9.437,winogrande,WinoGrande,1267,0.5122336227308603,0.5153906866614049,0.31570639305446013,0.510655090765588,0.5043409629044988,-0.6314127861089203
469,10.486,arc_challenge,ARC-C,1172,0.254266,0.30802,5.375400000000003,0.283276,0.330205,4.692900000000005
469,10.486,arc_easy,ARC-E,2376,0.6026936026936027,0.6494107744107744,4.671717171717171,0.5366161616161617,0.6094276094276094,7.281144781144777
469,10.486,csqa,CSQA,1221,0.33415233415233414,0.34725634725634724,1.3104013104013101,0.3325143325143325,0.35626535626535627,2.375102375102378
469,10.486,hellaswag,HellaSwag,10042,0.3398725353515236,0.33578968333001397,-0.4082852021509653,0.40310695080661224,0.39693288189603665,-0.6174068910575592
469,10.486,mmlu,MMLU,14042,0.23372738926078906,0.24882495371029767,1.5097564449508605,0.23372738926078906,0.24882495371029767,1.5097564449508605
469,10.486,openbookqa,OpenBookQA,500,0.19,0.196,0.6000000000000005,0.334,0.336,0.20000000000000018
469,10.486,piqa,PIQA,1838,0.6746463547334058,0.6675734494015234,-0.7072905331882429,0.6795429815016322,0.6632208922742111,-1.6322089227421066
469,10.486,sciq,SciQ,1000,0.832,0.833,0.10000000000000009,0.738,0.759,2.100000000000002
469,10.486,siqa,SIQA,1954,0.3930399181166837,0.38945752302968273,-0.3582395087000978,0.42835209825997955,0.4263050153531218,-0.20470829068577334
469,10.486,winogrande,WinoGrande,1267,0.5256511444356748,0.5146014206787688,-1.104972375690605,0.505130228887135,0.5035516969218626,-0.15785319652723562
469,11.534,arc_challenge,ARC-C,1172,0.265358,0.301195,3.5837000000000008,0.282423,0.317406,3.498300000000004
469,11.534,arc_easy,ARC-E,2376,0.6005892255892256,0.6460437710437711,4.545454545454552,0.5294612794612794,0.6005892255892256,7.112794612794615
469,11.534,csqa,CSQA,1221,0.3202293202293202,0.34725634725634724,2.7027027027027026,0.32596232596232594,0.35053235053235055,2.457002457002461
469,11.534,hellaswag,HellaSwag,10042,0.3439553873730333,0.33628759211312487,-0.7667795259908405,0.4095797649870544,0.4032065325632344,-0.6373232423819986
469,11.534,mmlu,MMLU,14042,0.2344395385272753,0.2335137444808432,-0.09257940464321157,0.2344395385272753,0.2335137444808432,-0.09257940464321157
469,11.534,openbookqa,OpenBookQA,500,0.188,0.196,0.8000000000000007,0.342,0.344,0.19999999999999463
469,11.534,piqa,PIQA,1838,0.6828073993471164,0.676278563656148,-0.6528835690968404,0.6789989118607181,0.6664853101196954,-1.2513601741022784
469,11.534,sciq,SciQ,1000,0.817,0.828,1.100000000000001,0.726,0.743,1.7000000000000015
469,11.534,siqa,SIQA,1954,0.38331627430910953,0.38485158648925283,0.15353121801433,0.43193449334698053,0.42835209825997955,-0.3582395087000978
469,11.534,winogrande,WinoGrande,1267,0.5098658247829518,0.5201262825572218,1.0260457774269982,0.5019731649565904,0.5082872928176796,0.6314127861089203
469,12.583,arc_challenge,ARC-C,1172,0.260239,0.312287,5.204799999999999,0.284983,0.319966,3.4982999999999986
469,12.583,arc_easy,ARC-E,2376,0.6115319865319865,0.6683501683501684,5.681818181818188,0.5521885521885522,0.6321548821548821,7.996632996632991
469,12.583,csqa,CSQA,1221,0.35053235053235055,0.3669123669123669,1.638001638001635,0.33742833742833744,0.35298935298935297,1.5561015561015523
469,12.583,hellaswag,HellaSwag,10042,0.34355706034654454,0.3405696076478789,-0.2987452698665627,0.40898227444732127,0.40599482174865564,-0.2987452698665627
469,12.583,mmlu,MMLU,14042,0.23999430280586811,0.23921093861273324,-0.07833641931348778,0.23999430280586811,0.23921093861273324,-0.07833641931348778
469,12.583,openbookqa,OpenBookQA,500,0.192,0.214,2.1999999999999993,0.33,0.356,2.599999999999997
469,12.583,piqa,PIQA,1838,0.6882480957562568,0.6741022850924918,-1.4145810663764968,0.6931447225244831,0.6713819368879217,-2.176278563656142
469,12.583,sciq,SciQ,1000,0.816,0.842,2.6000000000000023,0.733,0.77,3.7000000000000033
469,12.583,siqa,SIQA,1954,0.3858751279426817,0.38638689866939613,0.051177072671443335,0.4314227226202661,0.4263050153531218,-0.5117707267144278
469,12.583,winogrande,WinoGrande,1267,0.5185477505919495,0.5177584846093133,-0.07892659826361781,0.5027624309392266,0.510655090765588,0.7892659826361448
469,13.631,arc_challenge,ARC-C,1172,0.268771,0.299488,3.0716999999999994,0.296928,0.316553,1.9624999999999948
469,13.631,arc_easy,ARC-E,2376,0.61489898989899,0.6595117845117845,4.461279461279455,0.5711279461279462,0.5989057239057239,2.777777777777779
469,13.631,csqa,CSQA,1221,0.3652743652743653,0.3284193284193284,-3.6855036855036882,0.36445536445536447,0.3407043407043407,-2.375102375102378
469,13.631,hellaswag,HellaSwag,10042,0.3467436765584545,0.3399721171081458,-0.6771559450308717,0.41884086835291773,0.4139613622784306,-0.48795060744871166
469,13.631,mmlu,MMLU,14042,0.2461187864976499,0.23835635949294973,-0.7762427004700173,0.2461187864976499,0.23835635949294973,-0.7762427004700173
469,13.631,openbookqa,OpenBookQA,500,0.208,0.208,0.0,0.336,0.326,-1.0000000000000009
469,13.631,piqa,PIQA,1838,0.6947769314472253,0.6741022850924918,-2.0674646354733484,0.6887921653971708,0.6681175190424374,-2.0674646354733373
469,13.631,sciq,SciQ,1000,0.835,0.859,2.400000000000002,0.771,0.77,-0.10000000000000009
469,13.631,siqa,SIQA,1954,0.38536335721596726,0.37308085977482086,-1.22824974411464,0.4406345957011259,0.4201637666325486,-2.047082906857728
469,13.631,winogrande,WinoGrande,1267,0.5122336227308603,0.5248618784530387,1.2628255722178405,0.510655090765588,0.5185477505919495,0.7892659826361448
469,14.68,arc_challenge,ARC-C,1172,0.267918,0.308874,4.095599999999999,0.296928,0.316553,1.9624999999999948
469,14.68,arc_easy,ARC-E,2376,0.6153198653198653,0.6603535353535354,4.503367003367009,0.5534511784511784,0.6199494949494949,6.6498316498316505
469,14.68,csqa,CSQA,1221,0.3628173628173628,0.35544635544635544,-0.7371007371007376,0.3488943488943489,0.34807534807534807,-0.08190008190008258
469,14.68,hellaswag,HellaSwag,10042,0.34694284007169884,0.33957379008165706,-0.7369049990041787,0.4214299940250946,0.4100776737701653,-1.1352320254929327
469,14.68,mmlu,MMLU,14042,0.24255804016521862,0.253525138869107,1.0967098703888372,0.24255804016521862,0.253525138869107,1.0967098703888372
469,14.68,openbookqa,OpenBookQA,500,0.202,0.22,1.799999999999999,0.332,0.358,2.599999999999997
469,14.68,piqa,PIQA,1838,0.6838955386289445,0.6784548422198041,-0.5440696409140355,0.6817192600652884,0.6713819368879217,-1.0337323177366686
469,14.68,sciq,SciQ,1000,0.835,0.835,0.0,0.735,0.769,3.400000000000003
469,14.68,siqa,SIQA,1954,0.3925281473899693,0.3843398157625384,-0.8188331627430878,0.43193449334698053,0.41914022517911975,-1.2794268167860778
469,14.68,winogrande,WinoGrande,1267,0.5248618784530387,0.5153906866614049,-0.9471191791633804,0.5027624309392266,0.5146014206787688,1.1838989739542227
469,15.729,arc_challenge,ARC-C,1172,0.273891,0.305461,3.1569999999999987,0.31058,0.332765,2.2184999999999953
469,15.729,arc_easy,ARC-E,2376,0.6115319865319865,0.6792929292929293,6.77609427609428,0.5509259259259259,0.6203703703703703,6.944444444444442
469,15.729,csqa,CSQA,1221,0.36117936117936117,0.36445536445536447,0.3276003276003303,0.3570843570843571,0.34316134316134317,-1.3923013923013927
469,15.729,hellaswag,HellaSwag,10042,0.35012945628360886,0.34226249751045607,-0.7866958773152799,0.4215295757817168,0.4124676359290978,-0.9061939852618994
469,15.729,mmlu,MMLU,14042,0.24120495655889473,0.2438399088448939,0.2634952285999165,0.24120495655889473,0.2438399088448939,0.2634952285999165
469,15.729,openbookqa,OpenBookQA,500,0.196,0.224,2.8,0.334,0.354,1.9999999999999962
469,15.729,piqa,PIQA,1838,0.6877040261153428,0.6871599564744287,-0.05440696409140244,0.6817192600652884,0.6713819368879217,-1.0337323177366686
469,15.729,sciq,SciQ,1000,0.827,0.845,1.8000000000000016,0.745,0.763,1.8000000000000016
469,15.729,siqa,SIQA,1954,0.394575230296827,0.38689866939611056,-0.7676560900716445,0.4293756397134084,0.4273285568065507,-0.20470829068577334
469,15.729,winogrande,WinoGrande,1267,0.5169692186266772,0.5217048145224941,0.47355958958168465,0.4988161010260458,0.5090765588003157,1.026045777426987
469,16.777,arc_challenge,ARC-C,1172,0.283276,0.316553,3.3277,0.296075,0.331911,3.5836000000000032
469,16.777,arc_easy,ARC-E,2376,0.6085858585858586,0.6679292929292929,5.934343434343436,0.5572390572390572,0.6161616161616161,5.892255892255893
469,16.777,csqa,CSQA,1221,0.34234234234234234,0.33824733824733827,-0.40950040950040734,0.34807534807534807,0.36036036036036034,1.2285012285012276
469,16.777,hellaswag,HellaSwag,10042,0.3521210914160526,0.343258315076678,-0.8862776339374601,0.4297948615813583,0.41585341565425216,-1.3941445927106166
469,16.777,mmlu,MMLU,14042,0.2307363623415468,0.23557897735365332,0.48426150121065326,0.2307363623415468,0.23557897735365332,0.48426150121065326
469,16.777,openbookqa,OpenBookQA,500,0.194,0.206,1.1999999999999984,0.33,0.344,1.3999999999999957
469,16.777,piqa,PIQA,1838,0.6969532100108814,0.6730141458106638,-2.393906420021763,0.6947769314472253,0.6719260065288357,-2.285092491838958
469,16.777,sciq,SciQ,1000,0.832,0.851,1.9000000000000017,0.737,0.776,3.9000000000000035
469,16.777,siqa,SIQA,1954,0.3915046059365404,0.38843398157625386,-0.30706243602865446,0.44165813715455476,0.4242579324462641,-1.7400204708290679
469,16.777,winogrande,WinoGrande,1267,0.5209155485398579,0.5209155485398579,0.0,0.4996053670086819,0.5027624309392266,0.3157063930544657
469,17.826,arc_challenge,ARC-C,1172,0.28157,0.306314,2.474399999999999,0.294369,0.319966,2.559699999999998
469,17.826,arc_easy,ARC-E,2376,0.6127946127946128,0.6628787878787878,5.008417508417507,0.5475589225589226,0.61489898989899,6.734006734006737
469,17.826,csqa,CSQA,1221,0.35298935298935297,0.36036036036036034,0.7371007371007376,0.3497133497133497,0.3546273546273546,0.4914004914004899
469,17.826,hellaswag,HellaSwag,10042,0.3527185819557857,0.3452499502091217,-0.7468631746664012,0.43158733320055764,0.41674965146385184,-1.48376817367058
469,17.826,mmlu,MMLU,14042,0.23807149978635522,0.23864121919954423,0.05697194131890071,0.23807149978635522,0.23864121919954423,0.05697194131890071
469,17.826,openbookqa,OpenBookQA,500,0.202,0.212,0.9999999999999981,0.334,0.342,0.8000000000000007
469,17.826,piqa,PIQA,1838,0.6871599564744287,0.6866158868335147,-0.05440696409140244,0.6996735582154516,0.6719260065288357,-2.774755168661591
469,17.826,sciq,SciQ,1000,0.83,0.847,1.7000000000000015,0.732,0.769,3.7000000000000033
469,17.826,siqa,SIQA,1954,0.387410440122825,0.3828045035823951,-0.46059365404299,0.44114636642784033,0.42988741044012285,-1.1258955987717478
469,17.826,winogrande,WinoGrande,1267,0.526440410418311,0.5146014206787688,-1.1838989739542227,0.5074980268350434,0.505130228887135,-0.23677979479084232
469,18.874,arc_challenge,ARC-C,1172,0.275597,0.307167,3.1570000000000045,0.305461,0.332765,2.7303999999999995
469,18.874,arc_easy,ARC-E,2376,0.6287878787878788,0.6734006734006734,4.4612794612794655,0.5681818181818182,0.6359427609427609,6.776094276094269
469,18.874,csqa,CSQA,1221,0.3628173628173628,0.3652743652743653,0.24570024570024773,0.35053235053235055,0.3677313677313677,1.7199017199017175
469,18.874,hellaswag,HellaSwag,10042,0.35610436168094006,0.34953196574387574,-0.6572395937064324,0.43835889265086636,0.4235212109141605,-1.4837681736705854
469,18.874,mmlu,MMLU,14042,0.23835635949294973,0.24711579547073068,0.8759435977780949,0.23835635949294973,0.24711579547073068,0.8759435977780949
469,18.874,openbookqa,OpenBookQA,500,0.204,0.21,0.6000000000000005,0.336,0.332,-0.40000000000000036
469,18.874,piqa,PIQA,1838,0.6893362350380848,0.691512513601741,0.21762785636562088,0.6974972796517954,0.675734494015234,-2.176278563656142
469,18.874,sciq,SciQ,1000,0.829,0.849,2.0000000000000018,0.748,0.776,2.8000000000000025
469,18.874,siqa,SIQA,1954,0.38792221084953943,0.3915046059365404,0.3582395087000978,0.43500511770726713,0.4263050153531218,-0.8700102354145312
469,18.874,winogrande,WinoGrande,1267,0.526440410418311,0.5146014206787688,-1.1838989739542227,0.5146014206787688,0.505130228887135,-0.9471191791633804
469,19.923,arc_challenge,ARC-C,1172,0.285836,0.319966,3.4129999999999994,0.302901,0.337031,3.4130000000000047
469,19.923,arc_easy,ARC-E,2376,0.6254208754208754,0.6868686868686869,6.144781144781142,0.5728114478114478,0.6414141414141414,6.860269360269367
469,19.923,csqa,CSQA,1221,0.3570843570843571,0.36609336609336607,0.9009009009008973,0.35053235053235055,0.3669123669123669,1.638001638001635
469,19.923,hellaswag,HellaSwag,10042,0.3611830312686716,0.350726946823342,-1.0456084445329583,0.4462258514240191,0.43168691495717987,-1.4538936466839236
469,19.923,mmlu,MMLU,14042,0.24056402221905712,0.2488961686369463,0.833214641788918,0.24056402221905712,0.2488961686369463,0.833214641788918
469,19.923,openbookqa,OpenBookQA,500,0.22,0.202,-1.799999999999999,0.346,0.34,-0.599999999999995
469,19.923,piqa,PIQA,1838,0.7013057671381937,0.6936887921653971,-0.7616974972796564,0.7072905331882481,0.6789989118607181,-2.8291621327529937
469,19.923,sciq,SciQ,1000,0.847,0.857,1.0000000000000009,0.758,0.788,3.0000000000000027
469,19.923,siqa,SIQA,1954,0.39048106448311154,0.394575230296827,0.4094165813715467,0.43091095189355166,0.42374616171954965,-0.7164790174002011
469,19.923,winogrande,WinoGrande,1267,0.5303867403314917,0.5232833464877664,-0.710339384372527,0.5122336227308603,0.5177584846093133,0.5524861878453025
469,19.999,arc_challenge,ARC-C,1172,0.285836,0.322526,3.669,0.303754,0.335324,3.1569999999999987
469,19.999,arc_easy,ARC-E,2376,0.6224747474747475,0.6868686868686869,6.439393939393934,0.5728114478114478,0.640993265993266,6.818181818181824
469,19.999,csqa,CSQA,1221,0.3538083538083538,0.361998361998362,0.8190008190008202,0.3488943488943489,0.36609336609336607,1.7199017199017175
469,19.999,hellaswag,HellaSwag,10042,0.36148177653853814,0.3504282015534754,-1.1053574985062709,0.4451304521011751,0.4318860784704242,-1.3244373630750872
469,19.999,mmlu,MMLU,14042,0.24312775957840763,0.2488961686369463,0.5768409058538676,0.24312775957840763,0.2488961686369463,0.5768409058538676
469,19.999,openbookqa,OpenBookQA,500,0.216,0.21,-0.6000000000000005,0.342,0.348,0.599999999999995
469,19.999,piqa,PIQA,1838,0.7007616974972797,0.6953210010881393,-0.5440696409140355,0.7083786724700761,0.6822633297062024,-2.611534276387373
469,19.999,sciq,SciQ,1000,0.846,0.854,0.8000000000000007,0.753,0.789,3.600000000000003
469,19.999,siqa,SIQA,1954,0.3915046059365404,0.394575230296827,0.30706243602866,0.43193449334698053,0.4232343909928352,-0.8700102354145312
469,19.999,winogrande,WinoGrande,1267,0.5303867403314917,0.5295974743488555,-0.07892659826361781,0.510655090765588,0.5169692186266772,0.6314127861089203
803,1.049,arc_challenge,ARC-C,1172,0.205631,0.21587,1.0238999999999998,0.239761,0.245734,0.5973000000000006
803,1.049,arc_easy,ARC-E,2376,0.48063973063973064,0.5067340067340067,2.609427609427606,0.43013468013468015,0.4684343434343434,3.829966329966328
803,1.049,csqa,CSQA,1221,0.2547092547092547,0.2547092547092547,0.0,0.29238329238329236,0.28255528255528256,-0.9828009828009798
803,1.049,hellaswag,HellaSwag,10042,0.28231428002389963,0.28271260705038836,0.039832702648873175,0.2952599083847839,0.30262895837482573,0.7369049990041843
803,1.049,mmlu,MMLU,14042,0.23038028770830365,0.22931206380857427,-0.10682238997293814,0.23038028770830365,0.22931206380857427,-0.10682238997293814
803,1.049,openbookqa,OpenBookQA,500,0.184,0.152,-3.2,0.268,0.306,3.799999999999998
803,1.049,piqa,PIQA,1838,0.6131664853101197,0.6093579978237215,-0.3808487486398282,0.5957562568008705,0.5935799782372143,-0.21762785636562088
803,1.049,sciq,SciQ,1000,0.687,0.736,4.899999999999993,0.604,0.637,3.300000000000003
803,1.049,siqa,SIQA,1954,0.36591606960081885,0.35823950870010235,-0.76765609007165,0.4068577277379734,0.39815762538382804,-0.8700102354145367
803,1.049,winogrande,WinoGrande,1267,0.5090765588003157,0.5114443567482242,0.23677979479085343,0.5059194948697711,0.5067087608524072,0.07892659826361781
